teamName,year,division,village,grandPrizeLevel,top10,medal,specialPrizes,villageAwards
"Technion-Israel","2023","Graduate","Therapeutics","","false","Gold","Best Integrated Human Practices (Nominee) | Best Presentation (Nominee)",""
"TecMonterreyGDL","2023","Undergraduate","Environment","","false","Gold","Inclusivity Award (Nominee)",""
"Thailand-RIS","2023","High School","High School","","false","Silver","Best Presentation (Nominee)",""
"thessaloniki","2023","Undergraduate","Conservation","","false","Silver","Best Sustainable Development Impact (Winner)",""
"Thessaly","2023","Graduate","Bioremediation","Top 10","true","Gold","Best New Basic Part (Nominee) | Best Entrepreneurship (Nominee) | Best Wiki (Nominee) | Best Education (Nominee)","Best Bioremediation (Nominee)"
"Thinker-Guangdong","2023","High School","High School","","false","Silver","Best Sustainable Development Impact (Nominee)",""
"TJUSLS-China","2023","Undergraduate","Bioremediation","","false","Gold","","Best Bioremediation (Winner)"
"Toronto","2023","Graduate","Climate Crisis","","false","Gold","Best Model (Winner) | Best Integrated Human Practices (Nominee) | Best Entrepreneurship (Nominee) | Best Presentation (Nominee) | Best Wiki (Nominee)","Best Climate Crisis (Nominee)"
"Toulouse-INSA-UPS","2023","Graduate","Therapeutics","","false","Gold","Best Measurement (Nominee) | Best Model (Nominee) | Best Presentation (Nominee)","Best Therapeutics (Nominee)"
"Tsinghua","2023","Undergraduate","Therapeutics","","false","Gold","Best Software Tool (Nominee)","Best Therapeutics (Nominee)"
"Tsinghua-TFL","2023","Undergraduate","Agriculture","","false","Gold","Best Plant Synthetic Biology (Nominee) | Best Sustainable Development Impact (Nominee)",""
"TU-Braunschweig","2023","Graduate","Diagnostics","Top 10","true","Gold","Best New Composite Part (Nominee)","Best Diagnostics (Winner)"
"TU-Dresden","2023","Graduate","Bioremediation","Top 10","true","Gold","Best Presentation (Nominee) | Best Education (Nominee)","Best Bioremediation (Nominee)"
"TU-Eindhoven","2023","Graduate","Therapeutics","Top 10","true","Gold","Best New Composite Part (Winner) | Best Wiki (Nominee)","Best Therapeutics (Winner)"
"UBC-Okanagan","2023","Graduate","Conservation","","false","Silver","Best Sustainable Development Impact (Nominee) | Best Presentation (Nominee)","Best Conservation (Nominee)"
"UCAS-China","2023","Undergraduate","Foundational Advance","Top 10","true","Gold","Best New Composite Part (Winner) | Best Model (Nominee)","Best Foundational Advance (Nominee)"
"UCSC","2023","Undergraduate","Bioremediation","","false","Gold","Best Software Tool (Nominee)",""
"UGM-Indonesia","2023","Undergraduate","Diagnostics","","false","Gold","Inclusivity Award (Winner)","Best Diagnostics (Nominee)"
"UiOslo-Norway","2023","Graduate","Diagnostics","","false","Silver","Best Part Collection (Nominee)",""
"UManitoba","2023","Graduate","Bioremediation","","false","Silver","Best Part Collection (Nominee)",""
"Uni-Padua-IT","2023","Undergraduate","Therapeutics","","false","Gold","","Best Therapeutics (Nominee)"
"UNILausanne","2023","Undergraduate","Bioremediation","","false","Gold","Best Measurement (Nominee)",""
"UniMuenster","2023","Graduate","Conservation","","false","Silver","Inclusivity Award (Winner)",""
"UOregon","2023","Undergraduate","Therapeutics","","false","Silver","Best Software Tool (Nominee)",""
"USAFA","2023","Undergraduate","Diagnostics","","false","Gold","Safety and Security Award (Nominee)",""
"UTokyo","2023","Undergraduate","Foundational Advance","","false","Gold","Best Part Collection (Nominee) | Best Integrated Human Practices (Nominee)",""
"UZurich","2023","Graduate","Therapeutics","","false","Gold","Best Part Collection (Nominee)",""
"Vilnius-Lithuania","2023","Undergraduate","Biomanufacturing","1st Runner-up","true","Gold","Best Part Collection (Nominee) | Inclusivity Award (Nominee) | Best Presentation (Nominee) | Best Wiki (Nominee) | Best Education (Nominee)","Best Biomanufacturing (Nominee)"
"VITVellore","2023","Undergraduate","Environment","","false","Gold","Best Sustainable Development Impact (Nominee)",""
"WageningenUR","2023","Graduate","Agriculture","","false","Gold","","Best Agriculture (Nominee)"
"Westlake-China","2023","Undergraduate","Biomanufacturing","","false","Gold","Best Entrepreneurship (Nominee)",""
"WHU-China","2023","Undergraduate","Foundational Advance","","false","Gold","Best New Composite Part (Nominee) | Best Wiki (Nominee) | Best Education (Nominee)","Best Foundational Advance (Nominee)"
"William-and-Mary","2023","Undergraduate","Foundational Advance","Top 10","true","Gold","Best Measurement (Winner) | Best Model (Nominee) | Best Presentation (Nominee)","Best Foundational Advance (Nominee)"
"WIST","2023","High School","High School","","false","","Best Education (Nominee)",""
"WrightState-OH","2023","Graduate","Environment","","false","Gold","Best Hardware (Nominee)","Best Environment (Nominee)"
"XHD-WuHan-China","2023","High School","High School","","false","Gold","Best Hardware (Nominee)",""
"XMU-China","2023","Undergraduate","Agriculture","","false","Gold","Best New Basic Part (Nominee)",""
"ZJFH-Nanjing","2023","High School","High School","","false","Gold","Best New Basic Part (Nominee)",""
"ZJU-China","2023","Undergraduate","Agriculture","Top 10","true","Gold","Best Model (Winner) | Best Plant Synthetic Biology (Winner) | Best Presentation (Nominee) | Best Wiki (Winner)","Best Agriculture (Nominee)"
"Aachen","2024","Graduate","Oncology","1st Runner-up","true","Gold","Best New Basic Part (Nominee) | Best Hardware (Winner) | Best Education (Winner) | Best Presentation (Nominee) | Best Wiki (Nominee)","Best Oncology (Winner)"
"Aalto-Helsinki","2024","Graduate","Therapeutics","","false","Gold","",""
"ABOA","2024","Graduate","Space","","false","Gold","Best Education (Nominee)",""
"AFCM-Egypt","2024","Undergraduate","Therapeutics","","false","Silver","Best Sustainable Development Impact (Nominee) | Safety and Security Award (Nominee)",""
"AFMU-China","2024","Undergraduate","Therapeutics","","false","Silver","",""
"AIS-China","2024","High School","Infectious Diseases","Top 10","true","Gold","Best New Composite Part (Nominee) | Best Hardware (Nominee) | Best Entrepreneurship (Nominee) | Best Presentation (Nominee) | Best Wiki (Nominee)",""
"Aix-Marseille","2024","Graduate","Agriculture","","false","Gold","",""
"Alma","2024","Undergraduate","Conservation","","false","Bronze","",""
"Anatolia-College","2024","High School","Bioremediation","","false","Bronze","",""
"ANU","2024","Undergraduate","Conservation","","false","Silver","",""
"AshesiGhana","2024","Graduate","Conservation","","false","Gold","",""
"ASU","2024","Undergraduate","Foundational Advance","","false","Gold","",""
"Athens","2024","Graduate","Bioremediation","","false","Gold","Best Entrepreneurship (Nominee)",""
"Austin-utexas","2024","Undergraduate","Food & Nutrition","","false","Gold","Best Measurement (Winner)","Best Food & Nutrition (Nominee)"
"BAID-China","2024","High School","Oncology","","false","Silver","",""
"Bangkok-NMH","2024","Undergraduate","Software & AI","","false","Silver","",""
"Barcelona-UB","2024","Undergraduate","Therapeutics","","false","Gold","",""
"BASIS-China","2024","High School","Bioremediation","","false","Gold","Best Promotion Video (Winner)",""
"Beijing-HS","2024","High School","Therapeutics","","false","Silver","",""
"BGI-MammothEdu-East","2024","High School","Fashion & Cosmetics","","false","Gold","Best New Basic Part (Nominee) | Best Wiki (Nominee)",""
"BGI-MammothEdu-South","2024","High School","Therapeutics","","false","Gold","",""
"Bielefeld-CeBiTec","2024","Graduate","Therapeutics","","false","Gold","Safety and Security Award (Winner) | Best Integrated Human Practices (Winner) | Best Presentation (Winner)",""
"Bioplus-China","2024","High School","Fashion & Cosmetics","","false","Gold","",""
"Bioplus-Shanghai","2024","High School","Biomanufacturing","","false","Silver","",""
"BIT","2024","Undergraduate","Conservation","","false","Gold","",""
"BIT-China","2024","Undergraduate","Bioremediation","","false","Gold","Best New Basic Part (Nominee) | Best New Composite Part (Nominee)","Best Bioremediation (Nominee)"
"BJWZ-3-China","2024","High School","Agriculture","","false","Bronze","",""
"BKEA","2024","High School","Therapeutics","Top 10","true","Gold","Best Software Tool (Winner) | Best Entrepreneurship (Winner) | Best Presentation (Nominee) | Best Wiki (Nominee)",""
"BNDS-China","2024","High School","Therapeutics","Top 10","true","Gold","Best Wiki (Nominee)",""
"BNU-China","2024","Graduate","Infectious Diseases","","false","Gold","",""
"BNUZH-China","2024","Undergraduate","Bioremediation","Top 10","true","Gold","Best Model (Nominee) | Best Integrated Human Practices (Nominee) | Best Wiki (Nominee)","Best Bioremediation (Nominee)"
"BOKU-Vienna","2024","Graduate","Bioremediation","","false","Silver","",""
"Bolivia","2024","Undergraduate","Climate Crisis","","false","Silver","",""
"Boston-BOSLab","2024","High School","Biomanufacturing","","false","Silver","Best Measurement (Nominee) | Best Education (Nominee)",""
"BostonU","2024","Undergraduate","Agriculture","","false","Gold","",""
"BUCT","2024","Undergraduate","Biomanufacturing","","false","Gold","",""
"BUCT-China","2024","Undergraduate","Diagnostics","","false","Gold","Best Software Tool (Nominee)",""
"BWYA","2024","High School","Diagnostics","","false","Gold","",""
"BYU-Provo","2024","Graduate","Agriculture","","false","Silver","",""
"BZK-SH","2024","High School","Diagnostics","","false","Silver","",""
"Cambridge","2024","Undergraduate","Foundational Advance","","false","Gold","Best Hardware (Nominee)",""
"CAU-China","2024","Undergraduate","Food & Nutrition","","false","Gold","Best Part Collection (Nominee) | Best Sustainable Development Impact (Nominee)","Best Food & Nutrition (Winner)"
"CCA-San-Diego","2024","High School","Agriculture","","false","Bronze","",""
"CCU-Taiwan","2024","Undergraduate","Food & Nutrition","","false","Gold","",""
"Chalmers-Gothenburg","2024","Graduate","Infectious Diseases","","false","Silver","",""
"CHINA-FUZHOU","2024","Undergraduate","Fashion & Cosmetics","","false","Silver","",""
"CHINA-HUBU-WUHAN","2024","Undergraduate","Therapeutics","","false","Silver","",""
"City-of-London-UK","2024","High School","Bioremediation","","false","Gold","Best Model (Nominee)",""
"CityU-HongKong","2024","Undergraduate","Therapeutics","","false","Gold","Best Education (Winner) | Best Presentation (Nominee)","Best Therapeutics (Nominee)"
"CJUH-JLU-China","2024","Undergraduate","Diagnostics","","false","Gold","Best Model (Nominee) | Best Education (Nominee) | Best Integrated Human Practices (Nominee) | Best Wiki (Nominee)","Best Diagnostics (Nominee)"
"CNPEM-BRAZIL","2024","Graduate","Bioremediation","","false","Gold","","Best Bioremediation (Nominee)"
"Concordia-Shanghai","2024","High School","Biomanufacturing","","false","Silver","Best Presentation (Nominee)",""
"Cornell","2024","Undergraduate","Biomanufacturing","","false","Gold","Best Presentation (Nominee)",""
"CSMU-NCHU-Taiwan","2024","Undergraduate","Biomanufacturing","","false","Silver","",""
"CSU-CHINA","2024","Undergraduate","Therapeutics","","false","Bronze","",""
"CSW-UD","2024","High School","Agriculture","","false","Bronze","",""
"CUG-China","2024","Undergraduate","Bioremediation","","false","Gold","",""
"CUHK-HongKong-SBS","2024","Undergraduate","Therapeutics","","false","Silver","",""
"DBHS-CA","2024","High School","Therapeutics","","false","Silver","",""
"DelNorte-SD","2024","High School","Fashion & Cosmetics","","false","Silver","",""
"DKU","2024","Undergraduate","Therapeutics","","false","Silver","",""
"DNHS-SanDiego-CA","2024","High School","Foundational Advance","","false","Silver","",""
"DTU-Denmark","2024","Graduate","Bioremediation","","false","Gold","Best New Composite Part (Nominee) | Best Software Tool (Nominee) | Best Wiki (Nominee)","Best Bioremediation (Nominee)"
"DUESSELDORF","2024","Graduate","Fashion & Cosmetics","","false","Gold","",""
"Duke","2024","Undergraduate","Oncology","","false","Silver","",""
"DUT","2024","Undergraduate","Foundational Advance","","false","Silver","",""
"DUT-China","2024","Undergraduate","Therapeutics","","false","Silver","",""
"East-Coast-Biocrew","2024","High School","Food & Nutrition","","false","Bronze","",""
"ECIB-PKU","2024","Undergraduate","Space","","false","Silver","",""
"ECUST","2024","Undergraduate","Agriculture","","false","Gold","",""
"EHSBNU","2024","High School","Conservation","","false","Silver","",""
"EPFL","2024","Graduate","Bioremediation","Top 10","true","Gold","Best Hardware (Nominee) | Best Integrated Human Practices (Nominee) | Best Presentation (Nominee)","Best Bioremediation (Winner)"
"ETH-Zurich","2024","Graduate","Foundational Advance","","false","Gold","",""
"Evry-Paris-Saclay","2024","Graduate","Foundational Advance","Top 10","true","Gold","","Best Foundational Advance (Nominee)"
"Exeter","2024","Undergraduate","Diagnostics","","false","Gold","Best Measurement (Nominee) | Best Presentation (Nominee)","Best Diagnostics (Nominee)"
"FDfzSH","2024","High School","Climate Crisis","","false","Silver","",""
"FHS-NB-ZJ-China","2024","High School","Agriculture","","false","Silver","",""
"Formosa","2024","High School","Fashion & Cosmetics","","false","Gold","Best Promotion Video (Winner) | Best Presentation (Nominee) | Best Wiki (Nominee) | iGEMers Prize (Winner)",""
"Formosa101","2024","High School","Biomanufacturing","","false","Bronze","",""
"Foshan-GreatBay","2024","High School","Biomanufacturing","","false","Silver","",""
"Freiburg","2024","Graduate","Infectious Diseases","Top 10","true","Gold","Best New Composite Part (Nominee) | Best Measurement (Nominee) | Best Integrated Human Practices (Nominee) | Best Presentation (Nominee) | Best Wiki (Nominee)","Best Infectious Diseases (Winner)"
"FSU","2024","Undergraduate","Diagnostics","","false","Gold","",""
"Fudan","2024","Undergraduate","Bioremediation","","false","Gold","Best Measurement (Nominee) | Inclusivity Award (Nominee) | Best Wiki (Nominee)","Best Bioremediation (Nominee)"
"GCM-KY","2024","High School","Bioremediation","","false","Gold","",""
"GEC-Beijing","2024","High School","Fashion & Cosmetics","","false","Gold","Best New Improved Part (Winner) | Best Sustainable Development Impact (Nominee)",""
"GEC-Guangzhou","2024","High School","Diagnostics","","false","Gold","Best New Composite Part (Nominee)",""
"GEMS-Taiwan","2024","High School","Infectious Diseases","Grand Prize Winner","true","Gold","Best New Basic Part (Winner) | Best Model (Nominee) | Best Education (Nominee) | Best Promotion Video (Winner) | Best Presentation (Nominee) | Best Wiki (Winner)",""
"GreatBay-SCIE","2024","High School","Agriculture","1st Runner-up","true","Gold","Best New Basic Part (Nominee) | Best Entrepreneurship (Nominee) | Best Integrated Human Practices (Winner) | Best Presentation (Winner) | Best Wiki (Nominee)",""
"GSLZ-A","2024","Undergraduate","Oncology","","false","Bronze","",""
"GU-Frankfurt","2024","Graduate","Fashion & Cosmetics","","false","Gold","Best Sustainable Development Impact (Nominee) | Best Integrated Human Practices (Nominee)","Best Fashion & Cosmetics (Nominee)"
"Guangxi-U-China","2024","Undergraduate","Therapeutics","","false","Bronze","",""
"Guelph","2024","Graduate","Conservation","","false","Silver","",""
"HainanU-China","2024","Undergraduate","Fashion & Cosmetics","","false","Gold","",""
"Hamburg","2024","Graduate","Therapeutics","","false","Silver","",""
"Hangzhou-BioX","2024","High School","Food & Nutrition","","false","Gold","Best Entrepreneurship (Nominee) | Best Sustainable Development Impact (Winner)",""
"Hangzhou-MedX","2024","High School","Food & Nutrition","","false","Silver","",""
"Hangzhou-SDG","2024","High School","Bioremediation","","false","Gold","Best Hardware (Nominee) | Best Sustainable Development Impact (Nominee)",""
"Hannover","2024","Graduate","Bioremediation","","false","Gold","Best New Basic Part (Nominee)",""
"HBMU-Taihe","2024","Undergraduate","Oncology","","false","Silver","",""
"HBUT-China","2024","Undergraduate","Foundational Advance","","false","Gold","Best New Basic Part (Winner) | Best Software Tool (Nominee)",""
"HBUT-Wuhan","2024","Undergraduate","Biomanufacturing","","false","Silver","",""
"Heidelberg","2024","Undergraduate","Foundational Advance","Grand Prize Winner","true","Gold","Best Part Collection (Winner) | Best Model (Winner) | Best Education (Nominee) | Best Presentation (Nominee) | Best Wiki (Winner)","Best Foundational Advance (Winner)"
"HiZJU-China","2024","Undergraduate","Biomanufacturing","","false","Gold","Best New Basic Part (Nominee) | Best Hardware (Nominee) | Best Measurement (Nominee)","Best Biomanufacturing (Nominee)"
"HK-Joint-School","2024","High School","Oncology","","false","Gold","Best Model (Nominee) | Best Education (Nominee)",""
"HK-United","2024","High School","Therapeutics","","false","Silver","",""
"HKPOLYU","2024","Undergraduate","Oncology","Top 10","true","Gold","Best New Composite Part (Nominee)","Best Oncology (Nominee)"
"HKSSC","2024","High School","Therapeutics","","false","Silver","",""
"HKU-HongKong","2024","Undergraduate","Oncology","","false","Silver","",""
"HKUST","2024","Undergraduate","Biomanufacturing","","false","Gold","",""
"HKUST-GZ","2024","Undergraduate","Conservation","","false","Gold","Best New Basic Part (Nominee)",""
"HongKong-CUHK","2024","Undergraduate","Infectious Diseases","","false","Gold","Best Education (Nominee)",""
"HongKong-JSS","2024","High School","Bioremediation","Top 10","true","Gold","Best Hardware (Winner) | Best Wiki (Nominee)",""
"HongKong-UCCKE","2024","High School","Agriculture","","false","Gold","Best Measurement (Winner) | Best Education (Nominee)",""
"Hopkins","2024","Undergraduate","Fashion & Cosmetics","","false","Silver","",""
"HS-Alpha","2024","High School","Conservation","","false","Silver","",""
"HS-Beta","2024","High School","Biomanufacturing","","false","Silver","",""
"HUBU-4-CHN","2024","Undergraduate","Therapeutics","","false","Silver","",""
"HUBU-China","2024","Undergraduate","Agriculture","","false","Silver","",""
"HUBU-WUCHANG-CHINA","2024","Graduate","Food & Nutrition","","false","Gold","",""
"HunanU","2024","Undergraduate","Foundational Advance","","false","Silver","",""
"HUST-China","2024","Undergraduate","Agriculture","","false","Silver","iGEMers Prize (Winner)",""
"HUST-UEVE-UPSaclay","2024","Graduate","Bioremediation","","false","Gold","",""
"HW-ShanghaiUnited","2024","High School","Bioremediation","","false","Gold","",""
"HWFLA-Beijing","2024","High School","Oncology","","false","Silver","Best Part Collection (Nominee)",""
"HZAU-China","2024","Undergraduate","Agriculture","","false","Gold","",""
"ICJFLS","2024","High School","Food & Nutrition","","false","Silver","",""
"IEA","2024","High School","Bioremediation","","false","Silver","Best Model (Winner) | Best Integrated Human Practices (Nominee)",""
"IISc-Bengaluru","2024","Undergraduate","Foundational Advance","","false","Silver","",""
"IISc-Software","2024","Undergraduate","Software & AI","","false","Gold","",""
"IISER-Kolkata","2024","Undergraduate","Fashion & Cosmetics","","false","Gold","","Best Fashion & Cosmetics (Nominee)"
"IISER-TVM","2024","Undergraduate","Fashion & Cosmetics","","false","Gold","Best Promotion Video (Winner)","Best Fashion & Cosmetics (Winner)"
"IIT-Bombay","2024","Undergraduate","Climate Crisis","","false","Gold","","Best Climate Crisis (Nominee)"
"IIT-Madras","2024","Undergraduate","Space","","false","Gold","",""
"IIT-ROORKEE","2024","Undergraduate","Diagnostics","","false","Silver","",""
"IM-PANAMA","2024","High School","Agriculture","","false","Silver","",""
"Imperial-College","2024","Undergraduate","Biomanufacturing","","false","Gold","Best New Basic Part (Nominee)",""
"Institut-Le-Rosey","2024","High School","Diagnostics","","false","Silver","",""
"IOANNINA","2024","Graduate","Infectious Diseases","","false","Gold","Inclusivity Award (Nominee) | Best Education (Nominee)","Best Infectious Diseases (Nominee)"
"Ionis-Paris","2024","Graduate","Agriculture","Top 10","true","Silver","Best Entrepreneurship (Nominee) | Best Presentation (Nominee)","Best Agriculture (Nominee)"
"iZJU-China","2024","Undergraduate","Fashion & Cosmetics","","false","Gold","","Best Fashion & Cosmetics (Nominee)"
"Jiangnan-China","2024","Undergraduate","Bioremediation","","false","Gold","",""
"JIASHU-China","2024","High School","Foundational Advance","","false","Silver","",""
"JIASHU-Shanghai","2024","High School","Therapeutics","","false","Gold","Inclusivity Award (Nominee)",""
"JIASHU-SouthChina","2024","High School","Therapeutics","","false","Gold","Best New Basic Part (Nominee)",""
"Jilin-China","2024","Undergraduate","Foundational Advance","","false","Silver","",""
"jky-wuhan-china","2024","High School","Diagnostics","","false","Bronze","",""
"JLU-CP","2024","Undergraduate","Fashion & Cosmetics","","false","Gold","",""
"JLU-NBBMS","2024","Undergraduate","Oncology","","false","Gold","",""
"JU-Krakow","2024","Undergraduate","Conservation","1st Runner-up","true","Gold","Best New Composite Part (Nominee) | Best Part Collection (Nominee) | Best Integrated Human Practices (Winner) | Best Presentation (Winner) | Best Wiki (Winner)","Best Conservation (Winner)"
"KCIS-Xiugang-Taipei","2024","High School","Bioremediation","","false","Silver","Best Presentation (Nominee)",""
"Keystone","2024","High School","Therapeutics","","false","Gold","Best Part Collection (Winner) | Best Education (Winner) | Best Integrated Human Practices (Nominee) | Best Wiki (Nominee)",""
"KFUPM-Saudi-Arabia","2024","Graduate","Infectious Diseases","","false","Silver","",""
"KhanLabSchool","2024","High School","Climate Crisis","","false","Silver","",""
"Korea-HS","2024","High School","Climate Crisis","","false","Bronze","Best Measurement (Nominee)",""
"KULeuven","2024","Graduate","Bioremediation","","false","Gold","Best Measurement (Winner) | Inclusivity Award (Winner) | Best Sustainable Development Impact (Nominee)",""
"Kyoto","2024","Undergraduate","Agriculture","","false","Gold","Best Hardware (Nominee)","Best Agriculture (Nominee)"
"Lambert-GA","2024","High School","Therapeutics","Top 10","true","Gold","Best Presentation (Nominee)",""
"Latvia-Riga","2024","Graduate","Foundational Advance","","false","Silver","",""
"LCG-China","2024","High School","Biomanufacturing","","false","Gold","",""
"LCG-Global","2024","High School","Diagnostics","","false","Gold","Best New Composite Part (Nominee) | Best Hardware (Nominee) | Best Integrated Human Practices (Nominee)",""
"Leiden","2024","Graduate","Foundational Advance","","false","Gold","Best Wiki (Nominee)",""
"LethbridgeHS","2024","High School","Agriculture","","false","Silver","",""
"Linkoping","2024","Graduate","Therapeutics","","false","Gold","",""
"LINKS-China","2024","High School","Biomanufacturing","","false","Gold","Best Part Collection (Nominee) | Best Model (Nominee)",""
"LIUAN-Nanjing","2024","High School","Foundational Advance","","false","Silver","",""
"Lund","2024","Graduate","Climate Crisis","","false","Gold","","Best Climate Crisis (Nominee)"
"LZU-China","2024","Undergraduate","Therapeutics","","false","Silver","",""
"LZU-MEDICINE-CHINA","2024","Undergraduate","Therapeutics","","false","Silver","",""
"MacquarieUni","2024","Graduate","Food & Nutrition","","false","Silver","",""
"Madrid-UCM","2024","Undergraduate","Bioremediation","","false","Gold","Best Measurement (Nominee)",""
"Manchester","2024","Undergraduate","Therapeutics","","false","Gold","",""
"Marburg","2024","Graduate","Agriculture","Grand Prize Winner","true","Gold","Best Part Collection (Winner) | Best Plant Synthetic Biology (Winner) | Best Integrated Human Practices (Nominee) | Best Presentation (Nominee) | Best Wiki (Winner)","Best Agriculture (Winner)"
"McGill","2024","Undergraduate","Diagnostics","","false","Gold","Best Part Collection (Nominee) | Best Software Tool (Nominee)","Best Diagnostics (Nominee)"
"McMaster-Canada","2024","Graduate","Oncology","","false","Silver","",""
"McMasterU","2024","Undergraduate","Biomanufacturing","","false","Silver","",""
"Mexico","2024","Graduate","Agriculture","","false","Gold","",""
"Michigan","2024","Undergraduate","Bioremediation","","false","Silver","Best Sustainable Development Impact (Nominee)",""
"MichiganState","2024","Undergraduate","Bioremediation","","false","Silver","",""
"Mingdao","2024","High School","Food & Nutrition","","false","Silver","",""
"MIT","2024","Undergraduate","Oncology","","false","Gold","",""
"MSP-Maastricht","2024","Undergraduate","Bioremediation","","false","Gold","",""
"Munich","2024","Graduate","Foundational Advance","","false","Gold","Best Software Tool (Nominee)",""
"NAIS","2024","High School","Food & Nutrition","","false","Gold","",""
"Nanjing-BioX","2024","High School","Food & Nutrition","","false","Silver","",""
"Nanjing-China","2024","Undergraduate","Space","","false","Gold","Best New Composite Part (Nominee)","Best Space (Nominee)"
"NANJING-NFLSUNITED","2024","High School","Biomanufacturing","","false","Silver","",""
"NASSZ","2024","High School","Therapeutics","","false","Bronze","",""
"NAU-CHINA","2024","Undergraduate","Biomanufacturing","","false","Silver","",""
"NEFU-China","2024","Graduate","Food & Nutrition","","false","Gold","Best Entrepreneurship (Nominee) | Best Sustainable Development Impact (Nominee)",""
"NENU-China","2024","Undergraduate","Food & Nutrition","","false","Gold","",""
"NJMU-CHINA","2024","Undergraduate","Therapeutics","","false","Gold","",""
"NJTech-China","2024","Undergraduate","Therapeutics","","false","Gold","Best New Improved Part (Winner)",""
"NJTECH-CHINA-A","2024","Undergraduate","Biomanufacturing","","false","Gold","",""
"NJU-China","2024","Undergraduate","Software & AI","","false","Gold","","Best Software & AI (Winner)"
"NMU-China","2024","Undergraduate","Space","","false","Gold","Safety and Security Award (Nominee)",""
"NNHS","2024","High School","Foundational Advance","","false","Gold","Best New Basic Part (Nominee) | Best New Composite Part (Winner)",""
"NNU-CHINA","2024","Undergraduate","Biomanufacturing","","false","Gold","Best Sustainable Development Impact (Nominee)",""
"Northeastern-Boston","2024","Undergraduate","Food & Nutrition","","false","Bronze","",""
"NPU-CHINA","2024","Undergraduate","Climate Crisis","","false","Silver","",""
"NTHU-Taiwan","2024","Undergraduate","Infectious Diseases","","false","Silver","",""
"NTU-Singapore","2024","Undergraduate","Biomanufacturing","","false","Silver","",""
"NTU-Taiwan","2024","Graduate","Biomanufacturing","","false","Gold","",""
"NU-Kazakhstan","2024","Undergraduate","Oncology","","false","Gold","Best Hardware (Nominee)","Best Oncology (Nominee)"
"NUDT-CHINA","2024","Undergraduate","Therapeutics","","false","Silver","",""
"NWU-CHINA-A","2024","Undergraduate","Therapeutics","","false","Gold","",""
"NYC-Empire-State","2024","High School","Infectious Diseases","","false","Silver","Best Entrepreneurship (Nominee) | Best Integrated Human Practices (Nominee)",""
"NYCU-Formosa","2024","Undergraduate","Diagnostics","","false","Gold","",""
"NYU-Abu-Dhabi","2024","Undergraduate","Conservation","","false","Gold","","Best Conservation (Nominee)"
"NYU-New-York","2024","Undergraduate","Diagnostics","","false","Silver","",""
"OhioState","2024","Undergraduate","Bioremediation","","false","Silver","",""
"OKstate","2024","Undergraduate","Infectious Diseases","","false","Silver","",""
"Oneonta","2024","Undergraduate","Bioremediation","","false","Gold","",""
"OTIA-Hangzhou","2024","High School","Biomanufacturing","","false","Gold","",""
"OUC-Haide","2024","Undergraduate","Agriculture","","false","Gold","",""
"Outaouais","2024","High School","Climate Crisis","","false","Silver","",""
"Oxford","2024","Undergraduate","Infectious Diseases","","false","Gold","","Best Infectious Diseases (Nominee)"
"Patras","2024","Undergraduate","Oncology","","false","Gold","Best Wiki (Nominee)",""
"Patras-Med","2024","Undergraduate","Therapeutics","Top 10","true","Gold","Inclusivity Award (Winner) | Best Presentation (Nominee)","Best Therapeutics (Nominee)"
"Peking","2024","Undergraduate","Diagnostics","","false","Gold","",""
"PekingHSC","2024","Undergraduate","Oncology","","false","Gold","","Best Oncology (Nominee)"
"PennState","2024","Undergraduate","Diagnostics","","false","Silver","",""
"PINGHE-MCA","2024","High School","Biomanufacturing","","false","Gold","",""
"Pisa-IT","2024","Undergraduate","Agriculture","","false","Silver","",""
"PLKLFC","2024","High School","Oncology","","false","Gold","",""
"PLKNPL-HK","2024","High School","Biomanufacturing","","false","Bronze","",""
"Princeton","2024","Undergraduate","Therapeutics","","false","Gold","",""
"PuiChing-Macau","2024","High School","Biomanufacturing","","false","Silver","",""
"Queens-Canada","2024","Undergraduate","Therapeutics","","false","Silver","",""
"Radboud-University","2024","Undergraduate","Therapeutics","","false","Silver","",""
"RainsACA-China","2024","High School","Agriculture","","false","Silver","Best Plant Synthetic Biology (Winner)",""
"RDFZ-CHINA","2024","High School","Conservation","Top 10","true","Gold","Best New Composite Part (Nominee) | Best Sustainable Development Impact (Nominee) | Best Presentation (Nominee) | Best Wiki (Nominee)",""
"REC-CHENNAI","2024","Undergraduate","Conservation","","false","Silver","",""
"Rio-UFRJ-Brazil","2024","Graduate","Biomanufacturing","","false","Silver","",""
"Rochester","2024","Undergraduate","Climate Crisis","","false","Gold","",""
"SCU-China","2024","Undergraduate","Foundational Advance","","false","Gold","Best Plant Synthetic Biology (Winner)","Best Foundational Advance (Nominee)"
"SCUT-China-A","2024","Undergraduate","Biomanufacturing","","false","Silver","",""
"SCUT-China-B","2024","Undergraduate","Oncology","","false","Bronze","",""
"SCUT-China-S","2024","Undergraduate","Climate Crisis","","false","Bronze","",""
"SDU-CHINA","2024","Undergraduate","Biomanufacturing","","false","Silver","",""
"SDU-Denmark","2024","Graduate","Therapeutics","","false","Silver","Best Education (Nominee)",""
"SFLS-Hangzhou","2024","High School","Food & Nutrition","","false","Gold","",""
"Shanghai-BioX","2024","High School","Biomanufacturing","","false","Silver","",""
"Shanghai-city","2024","High School","Bioremediation","","false","Silver","",""
